msno,is_churn
b5ZUamY2/AA0nXD9YB5bUi2iQcMCGA3WK3C6xKQCdas=,1
5TrXyDu2sqZTF2w2biZKxBrKhgQ466Lk7pc1aIwimyo=,1
S4M81Ks2OSB1iH20hne8iVx6UF1v/sRE5d5oMnCxly4=,1
W83T32nJqbQccMLLHc6zWMlQctQDpEXzDVBzedFQjYQ=,1
OFejmfqhch4NrRxbAbqc81r823txKiWLhLLQpTREMaA=,1
mwBLsj/Fmq+0gNlFEKE6yk5xThyrANCI4XoWBn4atms=,1
3EN9bxR8b/ddZIXwrzOkvn0hC+MF0eXbbGUcLTLaD3g=,1
GhZIiBo88vPqaI8M2bzqt1U62DBTRU8fNsSUup0hAPM=,1
BhpMP75/mHNiO6lS30TKlrXsTuTERJC/8ffkwutjomg=,1
vlZUGeQrFCHGzIaiRM30+saF1Eu4A+6X+Fq9ZJJuMXk=,1
Pki0Xf4TDRAUm8AHMasCaEmKzVCE4UxITEVdqNHRdhc=,1
/1zCbL+T8cBAS9l4sEsqg2zRgv1Opk8Gm2UbqFKfeRI=,1
TFlXw9sK/mpJWUlacRouuHDCp+5nMkyU27eAK2QusRc=,1
U4SLNHg2VDPpW1pnYrvdJqluQaK4utP1InG/Zma8vFE=,1
0KPANkpnQuDUQg4SDyyEJwmzEtIRR2JmQMBaKVLM7gA=,1
q3ep1B4Ou9XjHzQy3kmZ6qmYvq/ATe86ICsSsIjU0ag=,1
agCZ2FZPQ8vi+27i4gmshY/2EcrhTySGivj793m1WiQ=,1
WLRe2Akbcq/mz67NVW7//GWR2Xb83CrTjLkle5vlC3o=,1
YkV5AEk0oNbLC+dpZWg+UfBNLZMf9xzXxuirXnZM19A=,1
A6w+WH/Rkp574/OdxZZByTBkrMVX38lJih/HUfTEKAA=,1
E0G279rDKUnVAfs2Reov2Nw5T4ITtV4uUQku22dkjLU=,1
m85DvEU/zPIRR3mzrIVHjGZy573x/QcQfIj2ZZ9SDCE=,1
t3mzAzZlD9h3cS1w+4hRl0uKZu9qifNQfRZszqRkWzs=,1
fbreEQ95sFuIRfDpJ0QiU/pfDrROFTgTUr9lRKYhJ/8=,1
CqON/868FVRHLP86UcL89S/Ib9brIO0w4r1Ds0TWVFU=,1
nKAWwey24FjxhxZPBgz98dtu0q618BT46sh4ItbndgE=,1
Trma3uhFABypq7xdAy59+saerGnCdtWEPIN54Gq9M60=,1
Wn/Q4oTfCRx84dhz9LiRq5D2+NmBDDyqUVTYPS2Tyb0=,1
HmEF8x3DsTG/zDDX6+jbMTLd5YdQUTemeb8CaR4bBj4=,1
fYMk2d6wlZPUIZxzsIDj8THoryUlnExTcQOLEgCm6Bg=,1
8YVSI7W6z+zgtX1T5FJ3ms1dvM4P6x+rE75E9qOiA6I=,1
GWTW2XEc0uoBk5viNJ4qml6yAQQmZlqyqWza3qibdZM=,1
AVvmiwK7q09/NarPJsXVBJXMqkJjuT1fBvWahwDBnks=,1
V/PAjUlvn9SznMMRI4yaEPeRz4qf+P3U3euytgX6vDY=,1
9otpqTS1hytngiiDEQK3oa4SP8PQZdS5aheIziiNktA=,1
X3fv2ZRPIQlSs2JNg++dKhrrU04ux3oRpcKv5CkMNnY=,1
sqhsyrK2nTba3yvOPz18B7pGHnWEiBZ6IScs5hophuk=,1
/3EANup1Hz7/2pzrINqTRKhvLW/u2vy5rwlfDeVF8Ek=,1
hNALDQqHtLihJAuOjpC7a5y77ow+pgC1qCeoCGxObj8=,1
tdM0NEBMCFqiaf6EN0UXEfh8fGQyVmRyENuDW9llSCw=,1
3mBOtZ6fJBQEFHHvxj/LAhuonTasRPDcQUTKdeCNclU=,1
TyNj82ci8IlQ6agZDga3spcmEqs7FwWu3EW0JOfPVa8=,1
9gOgFnvNtMSqbhNp3/J8yo/i03UaAF2XaJ01dJmC3EA=,1
c3ycOf9aFvKwVWANs/7tEhs/wQ9WgsCD9JruIBMr/vk=,1
Rkj1CSXEecGyUotwTaD1he6+6/L71riEPw1b/dVsQWA=,1
IpFSxB1ZUgWjCva7+tkQ+O5y8MyEqlpxHueaoVOF9pM=,1
0oeZlHJhsAw8O5rGi5PjP+nqwbOyNCNb2vzWy2gT5II=,1
wCI6je++7aZ4OHipyjdmR9jrUglMAYVitqbYBvrTKUw=,1
zLGa9r8W1uBbmsIGso/aVv99WWa8fR+lR96ezjwFZhc=,1
W0RXuCiS+3G36ar7MIZd2WLICtSJ31jYMU6clqVXwl0=,1
XxolJjciAdGfzfC7tMOtBKBPwL5Xm+secdnI9WR65jw=,1
eUufpr4A0VS16ZG4dECXh8uGR7Z5smjHReONvhTFS04=,1
zoMn7tYxpYtIg+NUMgFVwayhJFFDTbDgnNPdqEr2CZA=,1
DNJkUolGUfot9txi0H7ldtvFn/3j/57btQax3n1yiSo=,1
lRDuZiimP761PCzjvt/8RJ1FlQl5MwRnPw5P7HAcRLo=,1
yD3CMmQrN74Zurncrw9ST4Mbb7lwujrIV3jp8W3TbP0=,1
qstkx+WRq3dHREIq3QY8H2VAg+9BqBvPV4cRV0Rw6RA=,1
LYA5NC2+5zmB7py219ApGvGQq1vApQLaWCfnjcvtIyM=,1
B5ThgMN9AJELEnSe4AQJfO9xcHF8LL2PCqMF4RFUhpg=,1
YE7Z4kwtmmfquoDWYpUxzKGiIFgOg35/yR5OP0mdsj8=,1
XgAq/IWlOzqmfnvDMK/QpXcX6+ytJhevRbYivvuY3Is=,1
Pshs10sMhjx4b2dVV2aZSkShPY+ezrbYFaozdleljJI=,1
JO4sndMFEXyhvCUvsYMendP5tSshWkczbaf6STJf1T0=,1
TKTriSckRbIqHm3JKR+UI4XbKoQHnbcELgOCo131npQ=,1
yoWhi13UEPPBNzAkultm8kLjPJ84DkXqsY00JuJ65e0=,1
vH6BB98wnTaX2g42hlSg4a/ilNktgN4Vj6jiRTs2Wm4=,1
gM57x0q5EibA276U1+IN8kebqg0jmSnQpvr1Y8/jlZA=,1
OBjkasCJqRpVxOcI2u/GRZH4q05TbkpFUzz4JA/7XXM=,1
QvOPFOcpEmlmnF7QZKsW/3l0Zsqbfx9Vsbd1ksKGr5g=,1
sLfEfsky4Qf2MdqOTXZD1f4drEbxgJJsrb8hEi+vvd4=,1
h/a1sAOc50tgonQtEdXnQD0StrHffFNz+0rDDiJ2648=,1
VWbTQ/9qOABnyGUyWqJg/cuI1NhlJUGLSCb9txOAKPo=,1
YjV1Te5kg8NT+DtlRhObbQySjy2JeblkaPV1U7WbXkY=,1
SX7N4TdgrDc7Kal+xKVeYDJXqm9YNEOoxmGwgwXht7s=,1
J5UO1fJMsdNlgFfuq4kFjyWbQrSgw449LrW/qtDjxl0=,1
y1zu4EoZckTavyCsWOs6MSI7vPOol0ILk0STeruZ+Qk=,1
0imx4rbjfZMxY0htssTgZruX4XT9acGgHlRgZ93yGyk=,1
y+XoxRM9FVijEa2mGo3RCsuhRNl62rszTiw1cQlDz7g=,1
HmGt6mMx1cgNolJCkuNqraggZqlHXqssjifddWEAPHk=,1
usLdRJ4Da9G/DXR+1iweZQKpLHogz0OP4lZubvrhkb4=,1
rZjNeMM//OcMKRTlZiQXJF6DpKikQFOzyPCEzYsSWTc=,1
UFeiOYLljR975oDV1zuRQaDrD2oeh5BG+DTs57oCr3I=,1
8axI85ohlC0aWbQBIxWcCZULprx/WLqps0u6HxR4UpA=,1
/Ikf4zVj4mdkVWXyGJnB/TAavnwZB9XlMU/tR8fOR2Q=,1
NCf+NUQpLaLTpmIgHlutxCDKTnqcuVHKTkKEP2Zuw+Y=,1
sRnX3/Vgw6ZkpNib3ZfR58bhyAzvWsu5F8pjpI3SJYA=,1
Ge8c0U9VF5f0nctWQELb9kCxM2I0N79Hk+x1iGE1uM8=,1
kYUh2h6m1qfzIQgUJFaEWLHpiSwJobRR+5VVI/jeAcE=,1
uNysDv6qc+PhB0P0M+cosX1iHN2Q/CwxyUw7SqarGcg=,1
eEJZkkemSlBl1i6cxTQnV4O1TcCj9LYYI1fBQKGp0jM=,1
aKVzsXMbcjRWJTji1bght9fAxfu+MfJ2W8MFjQDu5wo=,1
Rwt9z6jyIvj+fbZtmetHxf47TS2BL86NY0TgQ0wtxEI=,1
92OBUhxE0+lBL6r0rPWWSCQAlgbpsiyvyup/fGy1WYk=,1
G4CLDwApr40c78WKBkPBIFXsqSJm3ZyE+kSw/14KhA8=,1
ZPG6FMMGsj1RSDhHgzRm76ulN/oKmL6a9fcNfv6oWME=,1
lXG5RucJkDdbZFgPJ0qDxddi8gmDMBhQquWUs/2y6q0=,1
rPYb1jvM7wGXnwJDEIvb9na4MPEZsgLAF8Y0l8ejRBU=,1
n/aBK/9IEnovvdr9QH3hrMlzEC5oh/MQYcwrTDWPzn4=,1
nE1uYiWm8wTLrjU3Z5Asm4E89/FPqFXpPCI8beDnGmc=,1
oL7Qe5t61GpdgRhqD5yCoc5vuZuBnNurDcONwIfv3To=,1
98+un4ljP9Lit8Rr+TR3M10zojKN8bpwhXFB/xIF61s=,1
dDvFtj+ER80ZPeuYh3+rvLkak1VxpoMFQhhTPDWC+Kk=,1
nI9uNJ8Mt6vlKr3qd4AYhxnULr9MSOR3/JZAK7xSCJw=,1
pB7qi4mAnYZn1yPEGEcKIVj5AmuVI/WPJ1JZEmgqPXM=,1
kiIpmfmujFyIQl4RmUyl0OQCToPSBvMmEVcp22BMGc8=,1
IzNw2scu6H4ie9OueP+otyXWUwkYLUMmkyowWVRnHZQ=,1
Zo/7THwbSUIYmCBXtAQSQFv6AHXFD3EpZnF/QQz/gMA=,1
ntoO20t/V/QwIzfy0r6znigLBeK14Hn+aUTR5HaLx8g=,1
vMf0XFxaII51JwDUYgirG+3lNyQc4zkSQF70ABWeGi4=,1
r9m4mYo0JpOO9vMJH3p/dKKExHW+iraavV6MnTnBiI0=,1
QCjycZvQUDkQMepOssd2nzoe73R2irB/cVYgQ5xfyIY=,1
N+/5izDHnbJo+15dP/YUQHDCL6DdA6JPw90LIw4TmqM=,1
dr1bFc271cjvjN1CqFe+JkOn8t+9be5oKBXZMUol1oc=,1
5Flveup7Z7n3QKoX71WEPJU+kxdwi64JXHqBOHPlnB8=,1
XaMea65+xbotrOIdG2oadnWQ5C1xxASY+EdQh0vana0=,1
I3BuT6s8fuJ17djYK0oqD8fO+Mx/A0NO6YjzJ9/UVUw=,1
8xO5rWeFRqk+X7xiyVw2zT1sRuwZMc+yXfgSPvCuOzM=,1
pzasUTn+o5Run1ZYRP47ksvyfZt3sD7z9qL81+TS03c=,1
SpRfJ20yqGl8Dkoo8GQFocRoa89yNSaArt6FvbXnHpc=,1
DQODz7frv5FgJWpBgZU1KN2xcxTSa+GIhFJVJKv6gb4=,1
8Gfb6IVDcTGvjPBcV/HZxohfiJvBk0FqPv/N6nRiUbc=,1
exR1JJk8knr1OyyDzw8zcShCH4POQtZqFRMhIRca1DY=,1
QK1FrnifWV01EKcWMp60AIY+xsBGWQy5IURm/alEoXI=,1
/ztvahZ/ayo/o5S9tSszQ05LSH+FV2O4OaRRRV3YneA=,1
bC1FBtKhHxDX74GmrRTv+wwOUXcs6UpMkdNIdrbatk0=,1
qtxdb1mynFsq5Vru/nswO5BIGVbiWD0veyE8nZ4YBp8=,1
ZB3t5Nlz2LLE0v+CJ7EhlIePrxv8+75L5poOd4GxuIQ=,1
2rLOI80ELjkWeaizDtQuq12sPIToml10r9pciVpbBH4=,1
SGFvAORPAI8IYPSUtgr1OEkIP5X6GuBrzLs7Wau3XXk=,1
OGt8CCtfKCFhq3uBXeWpxbM5m6pjP2iGZZtN+0pXcSw=,1
tV9cHQGfr/47W1EwwfjsfhOAaVuI7poZg0uk2r046h4=,1
m0xFAM4VeGLTHgOxd1Ora10ZUaKpF3Val/19OYrvQ7I=,1
T+I9Ode94YRtoAKuRfWVKzykOrl1RBcSZIcLACdzGe0=,1
ALtn+XHvR4+H8uvrffPr7GRRU4kcaj0+BV85ZdH4+QI=,1
e6k21dKn+xLifho2tnu74EDQpsCuKBBqJyOICkSpj8s=,1
UDdbFkhP2XzycPwj6IAq3BxpwWl0QG8fzYATNWoHN3Y=,1
6qFHrImowyZ2ey7mmj20YFKCZKRwRFQKXvLPW4hy7aA=,1
vjj5yHAMM/1HWRhyanJD2a4NleGCPslG3AxjcbQmGWw=,1
XwMqxMGliaVcPlWOqZSIOi2c8MflG035cMnqFGmLYbc=,1
3HyuP8GPz4C0aduq986peTBxASSAulC+Fgf9Hcg8BGY=,1
ovP4n8RiOLcg/iuQYTtaQ5VVzyg1R0sM6caquHpU1iI=,1
EqPcwi3N8b1wAGTPxoRlR/l5DgrHC7fC0dJ5BYuU90E=,1
cAvNqohHRC17inAzMdE+jVLNA2FdKtiRITe/qtKupbM=,1
E/BN9rPum4Kkga0WGyhl7gJIKscU6Z/HVCPngme3Xpg=,1
GIo26/HwXBI/KmCqIichLbRpAg4tOXsF3UqgfhpO7HI=,1
qp7y+Hwu8Gdb22czrKu3bfphMeOlWbyM9A2QRrT4454=,1
o4gC52T2wEWxCE90sd1gyX+jqmEFXw9OI29znnNma/U=,1
7QotiuiXChLze7WSdQw1Dgz0Yp/UCFog/7spW8ztz94=,1
OZFHxqqdNYfnOhbKulmEWAYquDYOwLdlGZGr2SBmRlc=,1
w+Tcxpq+Y0Fi4b5EWVXDifjCkCgxFvwC6zh4ux7MAHk=,1
uGcd2JZ//68PzmJnkUXprW5arWj1YDYhxq3CyvmSYDo=,1
MB3idUN2V+2jZPHqaU0p0+Q5U4FmyS2KQgJtaOzL/3E=,1
AueyOh9Kzm6CtBXEKs1CvFW1nffFo8IM6Np3nMsfImc=,1
INQx1NccT9M6MG47IRd3MDoRB1jqhfX/ohN6D2OZSWU=,1
n4FK/yyixowsxYp47/1GhYTcRDb8ncCW6C8Rjhd1IVE=,1
9cGHHjVcX02PMY9boKYAK9RHT97Oz97lSUPj33hmQO8=,1
WAGPKm92Bq2cXRMvDba9mIj73JZlNqUX2XtuMUnLBvc=,1
FlmEAUmY06YoJ+cxJiTEefaGaAmAjrjuueQlLN/UNS8=,1
TBh4LZVr41y63bkSj9sG+8rPJfRD+NC6gni94MRADW4=,1
O7HDCs1w8zC5i9GB44CqKNu6wOWDTZDNdQ3AeckjBZ4=,1
o8rPkNt8UTL/9S8UppHHHnjLJCR8bBf4c3ctyB7WThU=,1
6m0Y4FbRrINEAPANHlWQl62z0+4Zcr9QxQDJoNhKVfQ=,1
8WpFN+A4v3/hggl22m+RETgL+t0Nt0OoNCijnBs21xQ=,1
yZqLrgEMq6thUD2QfbFvbMA6t4ayVUK1f3KJ3zAgims=,1
+vQgmxw8KtA4T6y5zYV8M2QGb9shjSKDA5NXYrG/3kU=,1
KwKr+6r3Lwz55UXq61V1CsnFUI60QU2p2hSdsEmxrJ4=,1
JitGBmsD5pNsD35yuIIDG9txPiIsQhz2XcumeCa36uY=,1
w2mAj0uoepwNumy0Ib+2XITwESN4iqVbV/pm+sw8X60=,1
pPdBHhmNluji8aK86U9HRrqP2vSN3SGBCmSNc9cLxss=,1
5+Nucx06KJantnZWnx9Luzps510BXzC22PtRMenaAEA=,1
r7oO5W2XzqrhQflRIhvi/MtPdLFNlKFYQcAq+miqDE4=,1
NcZX/RK3ZC8tdatMRed2g5T21FoeahEOFp5zfyX2xl0=,1
MucS8PG4N8oakdLMlySWKNBc7vsFevtHQ4f572P5Csw=,1
/f3tTQOEzDOD79J4CGZ4k4PA5lInD94qVK4t39VdJ/U=,1
FvNRhwSsIVktjSkUxYfMxZWqIavwbeYu+mlJj5YOJC8=,1
LUg2J4hvSb0f8t0L4ZAHOyJNbAwlbSzdN07e3XyPlks=,1
AtHNQ+P4h3K9zU4RukUh9VsbQvGO36D+/eg30rrbDIU=,1
2O7RlDqeVYYgd0GyzmF9FF/i/SLRHykRmALIzkP5iew=,1
7MQ1ZDoqNcG3J/mTGaerwWtwGDKdJhlVj0tDOGOBLdg=,1
LhGE0AbUpjRuxwj74UcC5uuc+qEKeJ12Px4hL+h+ZX0=,1
AMkAuHsgE6UUMCfIWlPBOWl7pbCuff2b1U0VVQ4GPXw=,1
3dsgDNMiK3sArExRH9eJwySy5CpGxyYBr1hpxqs1GKo=,1
opjPSW0Xg9G9tbeQpN1DEvB7zUoFqCaNY48Roz16pDY=,1
3daAyv7GogcdGdlbFS7vlKrYMbD/ySzE0ZKqogbHp0o=,1
jGDbIkDGzT1xlC7QHeXOVOIO5878mF1iCQONDcw7fno=,1
JtSr9RnOZVzVIPdKdQuGC9KWN+fCe32x0Pim+co7qfI=,1
rAmNLxFMIxUAKCURIsL6HpqYPPYsU1yHE/j6T2U/sCU=,1
tJ6FlZO/bGlFFqicScth89fsVUfIi+0edXdZJayTUmE=,1
vtJgH062VfY/50/M6oUxwFW/LrYyQ9XkJhWMGmViD1Y=,1
8G+kT/9dMqtqqedfN8+sdrTEyGopXiKT1bLVWHPCv2k=,1
q+wuDjTMdth1kvTqoBMYMlgHGFA2AxMAGYGPmoTaXaM=,1
yiMOhN5hgqsJZV09blto3KqrlvpmjZDdAlDD1BTdJkQ=,1
iqn6v/3dH/qXPuDIUQ+4rn4dEeyiuDgsG1bVN6dFxNI=,1
UKgGTJRXylqJvh4CKq2ZqpJoA+4GMCeGPsbQMuN83co=,1
xKPvPHmfcPZYr8as6Zkl5XAXSM76DGzDJdFm38sEVw4=,1
OxgFzfMivRQjwbrTp2ZmgHhN2uRuJ7KRJ5fJRmIjaUc=,1
80pZGIrStnCt8gQOIY3jawBDm/aFhTSNuSIEKJl+tsc=,1
f42z16+Sk2yM/XmKhIBHOl+/wRTXJKor5AfYYQ7l/2k=,1
CcV5DsSKGDxuaceV252Iu5oJuaFngxWvL7GMYH8cgRg=,1
VVBDiMcsr4rM1F02G+o2jILrmE6hqBy9CEoQLR6cI3U=,1
/vtRTINb7wIc0HLnCc+NcBVu96kvKLAIVotVRDfC+PA=,1
z2CX37kDti2IKusksFtKCMwtJV75tBeROkpL0sgUXLQ=,1
PPGP4ysuqXJav2CIk4QwngMaeMs4dC6ZZF1ulu0XQW8=,1
AGqyKhsqpjaYnYeh4sW0+9W3CSy6Ikr8vz7nZz85XK8=,1
47Cog4kWMkIIkiksymNYVS94F4CLzn5xli2i/4vv4Aw=,1
qThgaZeyVXSZs+93BIoA3dGTO4c12SHieWMgbCtV18k=,1
qmnBC9p9XtJ9fd5k+y9G5CD+TYMdRFPF4MpVY7oAh70=,1
djzT7Xzk4b6vCJRwiOJFEnYQJ7clQwwHhcomyX1a22M=,1
odQNgCynVp/Cp59Q9xGzCQMB33cRS/Dg6xpYL6UwDY4=,1
qNlFnN/UUM2bsF+yuzC3fAkMYh8RBZRwjgQA1vmx4U0=,1
PQsNeqlczPTdCgM5NHEl1aCYk5V0Acn8rjynGSCTiB4=,1
6wg6RFuKwnq8iRH7IoVrrRhlKIKGcLJ9yPthNIcownA=,1
/E6LzOIqjGi8oxSemnvQF73ClLrAB4kZ2m0Uje80g4k=,1
